"region","year","Technology_detailed","value","Technology","Units","scenario","Trade","ReactorCost","FuelCost"
"USA",2080,"Nuclear - SMR - HTGR",133.762083333333,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - SMR - MSR",32.8288555555556,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - SMR - PWR modular",64.6851111111111,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - SMR - SFR",91.8857222222222,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - Large - PWR",815.583055555556,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - Legacy",9.20963888888889,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - SMR - BWR",266.284666666667,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - SMR - HTGR",151.641805555556,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - SMR - MSR",35.8617805555556,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - SMR - PWR modular",71.2735,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - SMR - SFR",102.217,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - Large - PWR",865.227194444444,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - Legacy",9.19652777777778,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - SMR - BWR",295.889583333333,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - SMR - HTGR",167.251194444444,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - SMR - MSR",38.3414555555556,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - SMR - PWR modular",76.9586388888889,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - SMR - SFR",111.173055555556,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - Large - PWR",912.374444444444,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - Legacy",9.17775,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - SMR - BWR",326.278305555556,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - SMR - HTGR",182.1115,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - SMR - MSR",39.785125,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - SMR - PWR modular",80.60525,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - SMR - SFR",118.483416666667,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - Large - PWR",882.9775,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - SMR - BWR",346.346638888889,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - SMR - HTGR",189.72575,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - SMR - MSR",34.6918972222222,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - SMR - PWR modular",77.3728888888889,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - SMR - SFR",117.777305555556,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2021,"Nuclear - Legacy",811.546555555556,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2025,"Nuclear - Large - PWR",18.3333333333333,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2025,"Nuclear - Legacy",808.447666666667,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2030,"Nuclear - Large - PWR",31.0501111111111,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2030,"Nuclear - Legacy",808.312333333333,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - Large - PWR",54.6067777777778,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - Legacy",788.543416666667,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - SMR - BWR",3.51655555555556,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - SMR - HTGR",2.98058333333333,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - SMR - MSR",1.51156666666667,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - SMR - PWR modular",2.90933333333333,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - SMR - SFR",2.95841666666667,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - Large - PWR",99.5521666666667,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - Legacy",787.728444444444,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - SMR - BWR",10.4750833333333,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - SMR - HTGR",7.9555,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - SMR - MSR",3.63878888888889,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - SMR - PWR modular",6.99811111111111,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - SMR - SFR",7.39113888888889,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - Large - PWR",149.031555555556,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - Legacy",786.584055555556,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - SMR - BWR",20.9022777777778,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - SMR - HTGR",14.7498333333333,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - SMR - MSR",6.00287777777778,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - SMR - PWR modular",11.2198333333333,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - SMR - SFR",12.91775,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - Large - PWR",238.337694444444,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - Legacy",757.835972222222,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - SMR - BWR",44.0253611111111,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - SMR - HTGR",28.9487777777778,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - SMR - MSR",10.2850694444444,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - SMR - PWR modular",18.9085555555556,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - SMR - SFR",23.5739166666667,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - Large - PWR",313.891194444444,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - Legacy",537.22725,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - SMR - BWR",68.7948888888889,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - SMR - HTGR",43.2830277777778,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - SMR - MSR",13.635025,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - SMR - PWR modular",25.4845277777778,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - SMR - SFR",33.2328333333333,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - Large - PWR",380.554916666667,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - Legacy",417.548666666667,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - SMR - BWR",93.6555,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - SMR - HTGR",57.2148888888889,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - SMR - MSR",16.4508416666667,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - SMR - PWR modular",31.3070833333333,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - SMR - SFR",42.0406944444444,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - Large - PWR",453.713083333333,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - Legacy",238.743666666667,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - SMR - BWR",122.617916666667,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - SMR - HTGR",73.1745,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - SMR - MSR",19.6572111111111,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - SMR - PWR modular",37.7123888888889,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - SMR - SFR",51.8256666666667,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - Large - PWR",530.64925,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - Legacy",46.1946666666667,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - SMR - BWR",154.641444444444,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - SMR - HTGR",90.5857777777778,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - SMR - MSR",23.0741666666667,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - SMR - PWR modular",44.4729444444444,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - SMR - SFR",62.2423888888889,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - Large - PWR",607.269333333333,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - Legacy",18.06425,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - SMR - BWR",187.760166666667,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - SMR - HTGR",108.417527777778,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - SMR - MSR",26.5376055555556,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - SMR - PWR modular",51.2335277777778,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - SMR - SFR",72.7201111111111,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - Large - PWR",704.098944444444,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - Legacy",9.21441666666666,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - SMR - BWR",231.230472222222,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - SMR - HTGR",131.628388888889,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - SMR - MSR",30.9245361111111,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - SMR - PWR modular",59.8055555555556,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - SMR - SFR",86.0978611111111,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - Large - PWR",775.696472222222,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - Legacy",9.20127777777778,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - SMR - BWR",265.374944444444,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - SMR - HTGR",149.626444444444,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - SMR - MSR",33.8472166666667,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - SMR - PWR modular",66.1969166666667,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2085,"Nuclear - SMR - SFR",96.2119722222222,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - Large - PWR",824.912222222222,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - Legacy",9.18738888888889,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - SMR - BWR",295.353166666667,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - SMR - HTGR",165.344916666667,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - SMR - MSR",36.2984166666667,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - SMR - PWR modular",71.75,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2090,"Nuclear - SMR - SFR",105.016916666667,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - Large - PWR",871.81,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - Legacy",9.16786111111111,"Nuclear - Legacy","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - SMR - BWR",326.253277777778,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - SMR - HTGR",180.376555555556,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - SMR - MSR",37.7265833333333,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - SMR - PWR modular",75.26075,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2095,"Nuclear - SMR - SFR",112.184666666667,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - Large - PWR",894.275833333333,"Nuclear - Large - PWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - SMR - BWR",352.512611111111,"Nuclear - SMR - BWR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - SMR - HTGR",192.721388888889,"Nuclear - SMR - HTGR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - SMR - MSR",38.3803916666667,"Nuclear - SMR - MSR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - SMR - PWR modular",77.3333888888889,"Nuclear - SMR - PWR modular","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2100,"Nuclear - SMR - SFR",117.471305555556,"Nuclear - SMR - SFR","TWh","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod."
"USA",2021,"Nuclear - Legacy",811.546555555556,"Nuclear - Legacy","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2025,"Nuclear - Large - PWR",18.3333333333333,"Nuclear - Large - PWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2025,"Nuclear - Legacy",808.449611111111,"Nuclear - Legacy","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2030,"Nuclear - Large - PWR",31.1076666666667,"Nuclear - Large - PWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2030,"Nuclear - Legacy",808.331222222222,"Nuclear - Legacy","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2035,"Nuclear - Large - PWR",54.88725,"Nuclear - Large - PWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2035,"Nuclear - Legacy",788.582611111111,"Nuclear - Legacy","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2035,"Nuclear - SMR - BWR",3.50191666666667,"Nuclear - SMR - BWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2035,"Nuclear - SMR - HTGR",3.01344444444444,"Nuclear - SMR - HTGR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2035,"Nuclear - SMR - MSR",1.61816388888889,"Nuclear - SMR - MSR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2035,"Nuclear - SMR - PWR modular",2.91711111111111,"Nuclear - SMR - PWR modular","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2035,"Nuclear - SMR - SFR",2.95722222222222,"Nuclear - SMR - SFR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2040,"Nuclear - Large - PWR",103.152527777778,"Nuclear - Large - PWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2040,"Nuclear - Legacy",788.234916666667,"Nuclear - Legacy","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2040,"Nuclear - SMR - BWR",10.5399444444444,"Nuclear - SMR - BWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2040,"Nuclear - SMR - HTGR",8.23733333333333,"Nuclear - SMR - HTGR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2040,"Nuclear - SMR - MSR",4.16729722222222,"Nuclear - SMR - MSR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2040,"Nuclear - SMR - PWR modular",7.25905555555556,"Nuclear - SMR - PWR modular","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2040,"Nuclear - SMR - SFR",7.60152777777778,"Nuclear - SMR - SFR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2045,"Nuclear - Large - PWR",160.49625,"Nuclear - Large - PWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2045,"Nuclear - Legacy",787.942472222222,"Nuclear - Legacy","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2045,"Nuclear - SMR - BWR",21.3551944444444,"Nuclear - SMR - BWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2045,"Nuclear - SMR - HTGR",15.7183333333333,"Nuclear - SMR - HTGR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2045,"Nuclear - SMR - MSR",7.49155833333333,"Nuclear - SMR - MSR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2045,"Nuclear - SMR - PWR modular",12.1064166666667,"Nuclear - SMR - PWR modular","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2045,"Nuclear - SMR - SFR",13.7954166666667,"Nuclear - SMR - SFR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2050,"Nuclear - Large - PWR",271.715222222222,"Nuclear - Large - PWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2050,"Nuclear - Legacy",760.533611111111,"Nuclear - Legacy","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2050,"Nuclear - SMR - BWR",45.9310833333333,"Nuclear - SMR - BWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2050,"Nuclear - SMR - HTGR",32.0836944444444,"Nuclear - SMR - HTGR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2050,"Nuclear - SMR - MSR",14.373225,"Nuclear - SMR - MSR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2050,"Nuclear - SMR - PWR modular",21.6426944444444,"Nuclear - SMR - PWR modular","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2050,"Nuclear - SMR - SFR",26.6041111111111,"Nuclear - SMR - SFR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2055,"Nuclear - Large - PWR",382.753944444444,"Nuclear - Large - PWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2055,"Nuclear - Legacy",541.409055555556,"Nuclear - Legacy","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2055,"Nuclear - SMR - BWR",74.1986388888889,"Nuclear - SMR - BWR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2055,"Nuclear - SMR - HTGR",50.3743333333333,"Nuclear - SMR - HTGR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2055,"Nuclear - SMR - MSR",21.6846083333333,"Nuclear - SMR - MSR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2055,"Nuclear - SMR - PWR modular",31.4025833333333,"Nuclear - SMR - PWR modular","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
"USA",2055,"Nuclear - SMR - SFR",40.2304722222222,"Nuclear - SMR - SFR","TWh","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv."
